Belt	Quadrat	Layer	Year	Date	Scientific_name	Japanese_name	Cover
46	15	herb	2009	2009-07-31	Oxalis acetosella	コミヤマカタバミ	+
46	15	herb	2009	2009-07-31	Cornus canadensis	ゴゼンタチバナ	+
46	15	herb	2017	2017-08-07	Oxalis acetosella	コミヤマカタバミ	+
46	15	moss	1976	1976-08	Moss	コケ類	+
46	15	moss	1980	1980-09	Moss	コケ類	+
46	15	moss	1984	1984-09	Moss	コケ類	+
46	15	moss	1988	1988-09-14	Moss	コケ類	1
46	15	moss	1998	1998-07-21	Moss	コケ類	1
46	15	moss	2002	2002-07-29	Moss	コケ類	2
46	15	moss	2009	2009-07-31	Moss	コケ類	2
46	15	moss	2017	2017-08-07	Moss	コケ類	1
46	16	canopy	1980	1980-09	Salix udensis	オノエヤナギ	3
46	16	canopy	1980	1980-09	Betula platyphylla var. japonica	シラカンバ	2
46	16	canopy	1984	1984-09	Salix udensis	オノエヤナギ	3
46	16	canopy	1984	1984-09	Betula platyphylla var. japonica	シラカンバ	4
46	16	canopy	1988	1988-09-14	Salix udensis	オノエヤナギ	4
46	16	canopy	1988	1988-09-14	Betula platyphylla var. japonica	シラカンバ	3
46	16	canopy	1998	1998-07-21	Salix udensis	オノエヤナギ	5
46	16	canopy	1998	1998-07-21	Betula platyphylla var. japonica	シラカンバ	4
46	16	canopy	2002	2002-07-29	Betula platyphylla var. japonica	シラカンバ	5
46	16	canopy	2002	2002-07-29	Salix udensis	オノエヤナギ	4
46	16	canopy	2009	2009-07-31	Betula platyphylla var. japonica	シラカンバ	5
46	16	canopy	2017	2017-08-07	Betula platyphylla var. japonica	シラカンバ	5
46	16	canopy	2017	2017-08-07	Abies sachalinensis	トドマツ	+
46	16	subcanopy	1972	1972-08	Salix udensis	オノエヤナギ	1
46	16	subcanopy	1976	1976-08	Salix udensis	オノエヤナギ	1
46	16	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	16	shrub	1957	1957-09	Sasa senanensis	クマイザサ	3
46	16	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	16	shrub	1958	1958-08	Sasa senanensis	クマイザサ	2
46	16	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	16	shrub	1959	1959-09	Sasa senanensis	クマイザサ	3
46	16	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	16	shrub	1960	1960-08	Picea jezoensis	エゾマツ	+
46	16	shrub	1960	1960-08	Sasa senanensis	クマイザサ	3
46	16	shrub	1960	1960-08	Ribes sachalinense	トガスグリ	+
46	16	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	16	shrub	1961	1961-08	Picea jezoensis	エゾマツ	+
46	16	shrub	1961	1961-08	Sasa senanensis	クマイザサ	4
46	16	shrub	1961	1961-08	Abies sachalinensis	トドマツ	+
46	16	shrub	1962	1962-09	Picea glehnii	アカエゾマツ	1
46	16	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
46	16	shrub	1962	1962-09	Sasa senanensis	クマイザサ	4
46	16	shrub	1962	1962-09	Ribes sachalinense	トガスグリ	+
46	16	shrub	1962	1962-09	Abies sachalinensis	トドマツ	1
46	16	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	16	shrub	1963	1963-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1963	1963-08	Ribes sachalinense	トガスグリ	+
46	16	shrub	1963	1963-08	Abies sachalinensis	トドマツ	1
46	16	shrub	1964	1964-08	Picea glehnii	アカエゾマツ	+
46	16	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
46	16	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1964	1964-08	Ribes sachalinense	トガスグリ	+
46	16	shrub	1964	1964-08	Abies sachalinensis	トドマツ	+
46	16	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
46	16	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1965	1965-08	Ribes sachalinense	トガスグリ	+
46	16	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
46	16	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	16	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
46	16	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	16	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1972	1972-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	16	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
46	16	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
46	16	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
46	16	shrub	1988	1988-09-14	Sasa senanensis	クマイザサ	5
46	16	shrub	1998	1998-07-21	Sasa senanensis	クマイザサ	5
46	16	shrub	1998	1998-07-21	Abies sachalinensis	トドマツ	+
46	16	shrub	2002	2002-07-29	Sasa senanensis	クマイザサ	5
46	16	shrub	2009	2009-07-31	Sasa senanensis	クマイザサ	5
46	16	shrub	2017	2017-08-07	Sasa senanensis	クマイザサ	5
46	16	shrub	2017	2017-08-07	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	16	herb	1957	1957-09	Cornus canadensis	ゴゼンタチバナ	1
46	16	herb	1957	1957-09	Oxalis acetosella	コミヤマカタバミ	1
46	16	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	16	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	16	herb	1959	1959-09	Cornus canadensis	ゴゼンタチバナ	+
46	16	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	16	herb	1960	1960-08	Cornus canadensis	ゴゼンタチバナ	+
46	16	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	16	herb	1961	1961-08	Cornus canadensis	ゴゼンタチバナ	+
46	16	herb	1961	1961-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	16	herb	1963	1963-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	16	herb	1964	1964-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	16	herb	1964	1964-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
46	16	herb	1965	1965-08	Impatiens noli-tangere	キツリフネ	+
46	16	herb	1965	1965-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	16	herb	1965	1965-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
46	16	herb	1966	1966-08	Impatiens noli-tangere	キツリフネ	+
46	16	herb	1966	1966-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	16	herb	1967	1967-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	16	herb	1998	1998-07-21	Oxalis acetosella	コミヤマカタバミ	+
46	16	herb	2009	2009-07-31	Oxalis acetosella	コミヤマカタバミ	+
46	16	herb	2017	2017-08-07	Unidentified (Apiaceae)	セリ科不明	+
46	16	moss	1988	1988-09-14	Moss	コケ類	1
46	16	moss	1998	1998-07-21	Moss	コケ類	+
46	16	moss	2002	2002-07-29	Moss	コケ類	+
46	17	canopy	1976	1976-08	Salix udensis	オノエヤナギ	3
46	17	canopy	1980	1980-09	Salix udensis	オノエヤナギ	5
46	17	canopy	1980	1980-09	Betula platyphylla var. japonica	シラカンバ	1
46	17	canopy	1984	1984-09	Salix udensis	オノエヤナギ	4
46	17	canopy	1984	1984-09	Betula platyphylla var. japonica	シラカンバ	2
46	17	canopy	1988	1988-09-14	Salix udensis	オノエヤナギ	4
46	17	canopy	1988	1988-09-14	Betula platyphylla var. japonica	シラカンバ	3
46	17	canopy	1998	1998-07-21	Picea jezoensis	エゾマツ	+
46	17	canopy	1998	1998-07-21	Salix udensis	オノエヤナギ	3
46	17	canopy	1998	1998-07-21	Betula platyphylla var. japonica	シラカンバ	4
46	17	canopy	1998	1998-07-21	Abies sachalinensis	トドマツ	+
46	17	canopy	2002	2002-07-29	Betula platyphylla var. japonica	シラカンバ	5
46	17	canopy	2002	2002-07-29	Salix udensis	オノエヤナギ	3
46	17	canopy	2002	2002-07-29	Abies sachalinensis	トドマツ	1
46	17	canopy	2002	2002-07-29	Picea jezoensis	エゾマツ	+
46	17	canopy	2009	2009-07-31	Betula platyphylla var. japonica	シラカンバ	5
46	17	canopy	2009	2009-07-31	Abies sachalinensis	トドマツ	1
46	17	canopy	2009	2009-07-31	Picea jezoensis	エゾマツ	1
46	17	canopy	2017	2017-08-07	Betula platyphylla var. japonica	シラカンバ	5
46	17	canopy	2017	2017-08-07	Abies sachalinensis	トドマツ	3
46	17	canopy	2017	2017-08-07	Picea jezoensis	エゾマツ	1
46	17	subcanopy	1968	1968-08	Salix udensis	オノエヤナギ	1
46	17	subcanopy	1972	1972-08	Salix udensis	オノエヤナギ	2
46	17	subcanopy	1972	1972-08	Betula platyphylla var. japonica	シラカンバ	+
46	17	subcanopy	1976	1976-08	Salix caprea	バッコヤナギ	+
46	17	subcanopy	1976	1976-08	Betula platyphylla var. japonica	シラカンバ	1
46	17	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1957	1957-09	Sasa senanensis	クマイザサ	2
46	17	shrub	1957	1957-09	Abies sachalinensis	トドマツ	+
46	17	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1958	1958-08	Picea jezoensis	エゾマツ	1
46	17	shrub	1958	1958-08	Sasa senanensis	クマイザサ	3
46	17	shrub	1958	1958-08	Abies sachalinensis	トドマツ	+
46	17	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1959	1959-09	Picea jezoensis	エゾマツ	1
46	17	shrub	1959	1959-09	Ribes horridum	クロミノハリスグリ	+
46	17	shrub	1959	1959-09	Abies sachalinensis	トドマツ	1
46	17	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1960	1960-08	Sasa senanensis	クマイザサ	1
46	17	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1961	1961-08	Picea jezoensis	エゾマツ	1
46	17	shrub	1961	1961-08	Sasa senanensis	クマイザサ	4
46	17	shrub	1961	1961-08	Abies sachalinensis	トドマツ	+
46	17	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1962	1962-09	Sasa senanensis	クマイザサ	2
46	17	shrub	1962	1962-09	Abies sachalinensis	トドマツ	+
46	17	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	17	shrub	1963	1963-08	Picea jezoensis	エゾマツ	1
46	17	shrub	1963	1963-08	Sasa senanensis	クマイザサ	2
46	17	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	17	shrub	1964	1964-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1964	1964-08	Abies sachalinensis	トドマツ	1
46	17	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	17	shrub	1965	1965-08	Picea jezoensis	エゾマツ	1
46	17	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1965	1965-08	Abies sachalinensis	トドマツ	2
46	17	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	2
46	17	shrub	1966	1966-08	Picea jezoensis	エゾマツ	+
46	17	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1966	1966-08	Abies sachalinensis	トドマツ	1
46	17	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	17	shrub	1967	1967-09	Picea jezoensis	エゾマツ	+
46	17	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
46	17	shrub	1967	1967-09	Abies sachalinensis	トドマツ	+
46	17	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	17	shrub	1968	1968-08	Picea jezoensis	エゾマツ	+
46	17	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1968	1968-08	Abies sachalinensis	トドマツ	+
46	17	shrub	1972	1972-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	17	shrub	1972	1972-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	17	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1976	1976-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	17	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
46	17	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
46	17	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
46	17	shrub	1988	1988-09-14	Sasa senanensis	クマイザサ	5
46	17	shrub	1998	1998-07-21	Sasa senanensis	クマイザサ	5
46	17	shrub	2002	2002-07-29	Sasa senanensis	クマイザサ	5
46	17	shrub	2009	2009-07-31	Sasa senanensis	クマイザサ	5
46	17	shrub	2017	2017-08-07	Sasa senanensis	クマイザサ	5
46	17	shrub	2017	2017-08-07	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	17	herb	1957	1957-09	Cornus canadensis	ゴゼンタチバナ	1
46	17	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	17	herb	1957	1957-09	Circaea alpina subsp. alpina	ミヤマタニタデ	+
46	17	herb	1958	1958-08	Cornus canadensis	ゴゼンタチバナ	1
46	17	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	17	herb	1959	1959-09	Cornus canadensis	ゴゼンタチバナ	2
46	17	herb	1959	1959-09	Oxalis acetosella	コミヤマカタバミ	+
46	17	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	17	herb	1960	1960-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
46	17	herb	1960	1960-08	Cornus canadensis	ゴゼンタチバナ	1
46	17	herb	1960	1960-08	Oxalis acetosella	コミヤマカタバミ	+
46	17	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	17	herb	1960	1960-08	Maianthemum dilatatum	マイヅルソウ	+
46	17	herb	1961	1961-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	17	herb	1961	1961-08	Stellaria fenzlii	シラオイハコベ	+
46	17	herb	1962	1962-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	17	herb	1963	1963-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
46	17	herb	1963	1963-08	Maianthemum dilatatum	マイヅルソウ	+
46	17	herb	1964	1964-08	Impatiens noli-tangere	キツリフネ	1
46	17	herb	1964	1964-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	17	herb	1965	1965-08	Impatiens noli-tangere	キツリフネ	+
46	17	herb	1965	1965-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	4
46	17	herb	1966	1966-08	Impatiens noli-tangere	キツリフネ	+
46	17	herb	1966	1966-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	2
46	17	herb	1967	1967-09	Oxalis acetosella	コミヤマカタバミ	+
46	17	herb	1967	1967-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	17	herb	1968	1968-08	Oxalis acetosella	コミヤマカタバミ	+
46	17	moss	1988	1988-09-14	Moss	コケ類	1
46	17	moss	1998	1998-07-21	Moss	コケ類	1
46	17	moss	2002	2002-07-29	Moss	コケ類	+
46	17	moss	2009	2009-07-31	Moss	コケ類	+
46	17	moss	2017	2017-08-07	Moss	コケ類	+
46	18	canopy	1980	1980-09	Salix udensis	オノエヤナギ	1
46	18	canopy	1980	1980-09	Betula platyphylla var. japonica	シラカンバ	4
46	18	canopy	1984	1984-09	Salix udensis	オノエヤナギ	1
46	18	canopy	1984	1984-09	Betula platyphylla var. japonica	シラカンバ	4
46	18	canopy	1988	1988-09-14	Salix udensis	オノエヤナギ	+
46	18	canopy	1988	1988-09-14	Betula platyphylla var. japonica	シラカンバ	5
46	18	canopy	1998	1998-07-21	Betula platyphylla var. japonica	シラカンバ	5
46	18	canopy	1998	1998-07-21	Abies sachalinensis	トドマツ	2
46	18	canopy	2002	2002-07-29	Betula platyphylla var. japonica	シラカンバ	5
46	18	canopy	2002	2002-07-29	Abies sachalinensis	トドマツ	2
46	18	canopy	2009	2009-07-31	Betula platyphylla var. japonica	シラカンバ	5
46	18	canopy	2009	2009-07-31	Abies sachalinensis	トドマツ	3
46	18	canopy	2017	2017-08-07	Betula platyphylla var. japonica	シラカンバ	5
46	18	canopy	2017	2017-08-07	Abies sachalinensis	トドマツ	3
46	18	subcanopy	1966	1966-08	Betula platyphylla var. japonica	シラカンバ	1
46	18	subcanopy	1967	1967-09	Betula platyphylla var. japonica	シラカンバ	1
46	18	subcanopy	1968	1968-08	Betula platyphylla var. japonica	シラカンバ	1
46	18	subcanopy	1972	1972-08	Betula platyphylla var. japonica	シラカンバ	2
46	18	subcanopy	1976	1976-08	Betula platyphylla var. japonica	シラカンバ	3
46	18	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	18	shrub	1957	1957-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	18	shrub	1957	1957-09	Sasa senanensis	クマイザサ	2
46	18	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	18	shrub	1958	1958-08	Picea jezoensis	エゾマツ	+
46	18	shrub	1958	1958-08	Sasa senanensis	クマイザサ	2
46	18	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	18	shrub	1959	1959-09	Picea jezoensis	エゾマツ	1
46	18	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
46	18	shrub	1960	1960-08	Sasa senanensis	クマイザサ	+
46	18	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
46	18	shrub	1961	1961-08	Picea jezoensis	エゾマツ	1
46	18	shrub	1961	1961-08	Sasa senanensis	クマイザサ	3
46	18	shrub	1961	1961-08	Ribes horridum	クロミノハリスグリ	+
46	18	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	18	shrub	1962	1962-09	Picea jezoensis	エゾマツ	2
46	18	shrub	1962	1962-09	Sasa senanensis	クマイザサ	2
46	18	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	18	shrub	1963	1963-08	Sasa senanensis	クマイザサ	2
46	18	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	18	shrub	1964	1964-08	Picea jezoensis	エゾマツ	2
46	18	shrub	1964	1964-08	Sasa senanensis	クマイザサ	4
46	18	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	18	shrub	1965	1965-08	Sasa senanensis	クマイザサ	5
46	18	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	1
46	18	shrub	1966	1966-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	18	shrub	1966	1966-08	Sasa senanensis	クマイザサ	5
46	18	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	18	shrub	1967	1967-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	18	shrub	1967	1967-09	Sasa senanensis	クマイザサ	5
46	18	shrub	1968	1968-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	18	shrub	1968	1968-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	18	shrub	1968	1968-08	Picea jezoensis	エゾマツ	+
46	18	shrub	1968	1968-08	Sasa senanensis	クマイザサ	5
46	18	shrub	1972	1972-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	+
46	18	shrub	1972	1972-08	Sasa senanensis	クマイザサ	5
46	18	shrub	1976	1976-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	18	shrub	1976	1976-08	Sasa senanensis	クマイザサ	5
46	18	shrub	1980	1980-09	Sasa senanensis	クマイザサ	5
46	18	shrub	1984	1984-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	+
46	18	shrub	1984	1984-09	Sasa senanensis	クマイザサ	5
46	18	shrub	1988	1988-09-14	Sasa senanensis	クマイザサ	5
46	18	shrub	1988	1988-09-14	Betula platyphylla var. japonica	シラカンバ	+
46	18	shrub	1998	1998-07-21	Sasa senanensis	クマイザサ	5
46	18	shrub	1998	1998-07-21	Euonymus tricarpus	クロツリバナ	+
46	18	shrub	1998	1998-07-21	Abies sachalinensis	トドマツ	+
46	18	shrub	2002	2002-07-29	Sasa senanensis	クマイザサ	5
46	18	shrub	2009	2009-07-31	Sasa senanensis	クマイザサ	5
46	18	shrub	2017	2017-08-07	Sasa senanensis	クマイザサ	5
46	18	herb	1957	1957-09	Cornus canadensis	ゴゼンタチバナ	+
46	18	herb	1957	1957-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	18	herb	1957	1957-09	Circaea alpina subsp. alpina	ミヤマタニタデ	+
46	18	herb	1958	1958-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
46	18	herb	1958	1958-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	18	herb	1959	1959-09	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
46	18	herb	1959	1959-09	Oxalis acetosella	コミヤマカタバミ	+
46	18	herb	1959	1959-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	18	herb	1960	1960-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
46	18	herb	1960	1960-08	Impatiens noli-tangere	キツリフネ	+
46	18	herb	1960	1960-08	Cornus canadensis	ゴゼンタチバナ	+
46	18	herb	1960	1960-08	Oxalis acetosella	コミヤマカタバミ	+
46	18	herb	1960	1960-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	18	herb	1960	1960-08	Circaea alpina subsp. alpina	ミヤマタニタデ	+
46	18	herb	1961	1961-08	Galium kamtschaticum var. kamtschaticum	エゾノヨツバムグラ	+
46	18	herb	1961	1961-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	18	herb	1962	1962-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	5
46	18	herb	1963	1963-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	4
46	18	herb	1964	1964-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	3
46	18	herb	1965	1965-08	Impatiens noli-tangere	キツリフネ	1
46	18	herb	1965	1965-08	Oxalis acetosella	コミヤマカタバミ	+
46	18	herb	1965	1965-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	18	herb	1966	1966-08	Impatiens noli-tangere	キツリフネ	+
46	18	herb	1966	1966-08	Oxalis acetosella	コミヤマカタバミ	+
46	18	herb	1966	1966-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	1
46	18	herb	1966	1966-08	Stellaria fenzlii	シラオイハコベ	+
46	18	herb	1967	1967-09	Oxalis acetosella	コミヤマカタバミ	+
46	18	herb	1967	1967-09	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	18	herb	1967	1967-09	Stellaria fenzlii	シラオイハコベ	+
46	18	herb	1968	1968-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	18	herb	1972	1972-08	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	18	herb	1972	1972-08	Maianthemum dilatatum	マイヅルソウ	+
46	18	herb	2009	2009-07-31	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
46	18	herb	2017	2017-08-07	Maianthemum dilatatum	マイヅルソウ	+
46	18	herb	2017	2017-08-07	Carex sachalinensis var. iwakiana	ゴンゲンスゲ	+
46	18	herb	2017	2017-08-07	Solidago virgaurea subsp. asiatica	アキノキリンソウ	+
46	18	moss	1988	1988-09-14	Moss	コケ類	1
46	18	moss	1998	1998-07-21	Moss	コケ類	+
46	18	moss	2002	2002-07-29	Moss	コケ類	+
46	19	canopy	1984	1984-09	Betula platyphylla var. japonica	シラカンバ	2
46	19	canopy	1988	1988-09-14	Betula platyphylla var. japonica	シラカンバ	+
46	19	canopy	1998	1998-07-21	Betula platyphylla var. japonica	シラカンバ	5
46	19	canopy	1998	1998-07-21	Abies sachalinensis	トドマツ	1
46	19	canopy	2002	2002-07-29	Betula platyphylla var. japonica	シラカンバ	5
46	19	canopy	2002	2002-07-29	Abies sachalinensis	トドマツ	1
46	19	canopy	2009	2009-07-31	Betula platyphylla var. japonica	シラカンバ	5
46	19	canopy	2009	2009-07-31	Abies sachalinensis	トドマツ	2
46	19	canopy	2017	2017-08-07	Betula platyphylla var. japonica	シラカンバ	5
46	19	canopy	2017	2017-08-07	Abies sachalinensis	トドマツ	3
46	19	shrub	1957	1957-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1957	1957-09	Sasa senanensis	クマイザサ	1
46	19	shrub	1957	1957-09	Ribes sachalinense	トガスグリ	+
46	19	shrub	1958	1958-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1958	1958-08	Ribes horridum	クロミノハリスグリ	+
46	19	shrub	1958	1958-08	Ribes sachalinense	トガスグリ	+
46	19	shrub	1959	1959-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1959	1959-09	Sasa senanensis	クマイザサ	1
46	19	shrub	1959	1959-09	Ribes sachalinense	トガスグリ	+
46	19	shrub	1960	1960-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1960	1960-08	Sasa senanensis	クマイザサ	2
46	19	shrub	1960	1960-08	Ribes horridum	クロミノハリスグリ	1
46	19	shrub	1960	1960-08	Ribes sachalinense	トガスグリ	+
46	19	shrub	1961	1961-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1961	1961-08	Sasa senanensis	クマイザサ	2
46	19	shrub	1962	1962-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1962	1962-09	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
46	19	shrub	1963	1963-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
46	19	shrub	1963	1963-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
46	19	shrub	1963	1963-08	Sasa senanensis	クマイザサ	2
46	19	shrub	1964	1964-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	5
46	19	shrub	1964	1964-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	1
46	19	shrub	1964	1964-08	Sasa senanensis	クマイザサ	2
46	19	shrub	1965	1965-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	4
46	19	shrub	1965	1965-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	3
46	19	shrub	1965	1965-08	Sasa senanensis	クマイザサ	3
46	19	shrub	1966	1966-08	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
46	19	shrub	1966	1966-08	Sambucus racemosa subsp. kamtschatica	エゾニワトコ	2
46	19	shrub	1966	1966-08	Sasa senanensis	クマイザサ	4
46	19	shrub	1967	1967-09	Rubus idaeus subsp. melanolasius	エゾイチゴ	3
