"","Loc_Name","Year","X","Loc_Year","before","after","avgdef","maxdef","mindef","tblJODA.2011.2019.SppCover_Loc_Name","Sample_Frame","Loc_Number","X_Coord.x","Y_Coord.x","Datum.x","UTM_Zone.x","Elevation","Aspect","Slope","SCOSA","Unit_Code","BareGrdCover","Achillea_millefolium","Achnatherum_spp","Acroptilon_repens","Agoseris_spp","Agropyron_cristatum","Allium_spp","Antennaria_spp","Arabis_spp","Artemisia_arbuscula","Artemisia_tridentata","Aster_spp","Astragalus_spp","Atriplex_spp","Balsamorhiza_spp","Brodiaea_douglasii","Bromus_spp","Bromus_tectorum","Calochortus_spp","Cardaria_draba","Castilleja_spp","Centaurea_diffusa","Centaurea_maculosa","Centaurea_solstitialis","Cercocarpus_ledifolius","Chrysothamnus_viscidiflorus","Cirsium_spp","Crepis_acuminata","Cryptantha_spp","Dalea_ornata","Delphinium_spp","Descurainia_sophia","Elymus_caput_medusae","Elymus_cinereus","Elymus_elymoides","Ericameria_nauseosa","Erigeron_spp","Eriogonum_spp","Erodium_cicutarium","Euphorbia_esula","Festuca_idahoensis","Gutierrezia_sarothrae","Helianthella_uniflora","Hesperostipa_comata","Juniperus_occidentalis","Kochia_scoparia","Lactuca_serriola","Lepidium_perfoliatum","Leptodactylon_pungens","Lewisia_rediviva","Leymus_cinereus","Linaria_dalmatica","Linaria_vulgaris","Lithophragma_spp","Lithospermum_ruderale","Lomatium_spp","Lupinus_spp","Onopordum_acanthium","Opuntia_polyacantha","Penstemon_spp","Phacelia_hastata","Phacelia_spp","Phlox_spp","Poa_bulbosa","Poa_pratensis","Poa_secunda","Poa_spp","Pseudoroegneria_spicata","Purshia_tridentata","Salsola_kali","Salvia_dorrii","Sarcobatus_vermiculatus","Sedum_spp","Sisymbrium_altissimum","Sphaeralcea_munroana","Sporobolus_cryptandrus","Taeniatherum_caput_medusae","Tetradymia_canescens","Tragopogon_dubius","Ventenata_dubia","Verbascum_blattaria","Verbascum_thapsus","Unit","Site","year","ID","Year.num","Year.centered","Elevation.scaled","avg.cat","min.cat","max.cat","elev.cat","scosa.cat","Plot_ID","SampleFram","Plot","X_Coord.y","Y_Coord.y","Datum.y","UTM_Zone.y","ecoclassid","Fire_1994","Fire_1995","Fire_2011","dNBR2011","1994_Hancock_dNBR","1994_Mammal_dNBR","1995_CampHancock_dNBR","avgdef.centered","dNBR2011.scaled","dNBR1994","dNBR1995","PastBurn","BurnCount","nbr94.cat","BurnSeverity1994","nbr95.cat","BurnSeverity1995","nbr.cat","BurnSeverity2011","BurnAll","sev.cat","BurnSeverity"
"1263","JODA_Clarno_2017_090",2017,1263,2017,2016,2017,21.527518184625,52.78324509,2.180943251,"JODA_Clarno_2017_090","JODA_Clarno",90,704778.233527039,4979517.85477052,"NAD83","10N",714,273,8,0.00728375732204068,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,90,7,6,2.51504099321599,"(21,23]","[1,3]","(50,53]","(630,731]","(-0.05,0.05]","JODA_Clarno_2017_090","JODA_Clarno",90,704778.233527,4979517.85477,"NAD83","10N","R010XB022OR","1994",NA,"2011",-542,279,NA,NA,0.619706148577567,-3.66576579071287,279,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","[-570,1.19e+03]","Low"
"1264","JODA_Clarno_2017_091",2017,1264,2017,2016,2017,21.527518184625,52.78324509,2.180943251,"JODA_Clarno_2017_091","JODA_Clarno",91,704104.085503185,4979381.94641932,"NAD83","10N",652,165,5,-0.0841859828293692,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,1,0,0,0,1,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,1,1,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,91,7,6,1.52438674877562,"(21,23]","[1,3]","(50,53]","(630,731]","(-0.1,-0.05]","JODA_Clarno_2017_091","JODA_Clarno",91,704104.085503,4979381.94642,"NAD83","10N","blank","1994",NA,"2011",-231,1120,NA,NA,0.619706148577567,-3.1863347566877,1120,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Medium94.No Burn95.Low11","[-570,1.19e+03]","Low"
"1265","JODA_Clarno_2017_092",2017,1265,2017,2016,2017,22.24469655675,52.68009186,2.627928257,"JODA_Clarno_2017_092","JODA_Clarno",92,703956.324651407,4977794.34596949,"NAD83","10N",622,292,20,0.128123000770851,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,92,7,6,1.0450379208206,"(21,23]","[1,3]","(50,53]","(590,630]","(0.05,0.15]","JODA_Clarno_2017_092","JODA_Clarno",92,703956.324651,4977794.34597,"NAD83","10N","R010XB064OR","1994",NA,"2011",1736,702,NA,NA,0.952960952370155,-0.154049084895001,702,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Low94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1266","JODA_Clarno_2017_093",2017,1266,2017,2016,2017,23.147357046625,54.15881729,2.899821281,"JODA_Clarno_2017_093","JODA_Clarno",93,703489.189183808,4976574.47684708,"NAD83","10N",504,267,16,-0.0144257445929591,"JODA",1,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,93,7,6,-0.840400802469152,"(23,25]","[1,3]","(53,55]","(500,545]","(-0.05,0.05]","JODA_Clarno_2017_093","JODA_Clarno",93,703489.189184,4976574.47685,"NAD83","10N","R010XB064OR","1994",NA,"2011",2212,1723,NA,NA,1.37240464467406,0.579742465574406,1723,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"1267","JODA_Clarno_2017_094",2017,1267,2017,2016,2017,21.234161855,49.89466095,2.548264503,"JODA_Clarno_2017_094","JODA_Clarno",94,704811.869353925,4978408.20945284,"NAD83","10N",558,127,4,-0.041980493861326,"JODA",0,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,94,7,6,0.0224270878498855,"(21,23]","[1,3]","(47,50]","(545,565]","(-0.05,0.05]","JODA_Clarno_2017_094","JODA_Clarno",94,704811.869354,4978408.20945,"NAD83","10N","R010XB053OR","1994",NA,"2011",2273,180,NA,NA,0.483390819127764,0.673778777714393,180,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Low94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"1268","JODA_Clarno_2017_095",2017,1268,2017,2016,2017,21.538138420125,52.17399216,2.529697657,"JODA_Clarno_2017_095","JODA_Clarno",95,702654.495382505,4977873.73270296,"NAD83","10N",592,274,8,0.00970822476300929,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,95,7,6,0.565689092865576,"(21,23]","[1,3]","(50,53]","(590,630]","(-0.05,0.05]","JODA_Clarno_2017_095","JODA_Clarno",95,702654.495383,4977873.7327,"NAD83","10N","R010XB044OR",NA,NA,"2011",2098,NA,NA,NA,0.624641105675196,0.404002472394758,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","1.No Burn94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1269","JODA_Clarno_2017_096",2017,1269,2017,2016,2017,18.164174586,50.02793503,2.387436152,"JODA_Clarno_2017_096","JODA_Clarno",96,701781.479766446,4977186.26608051,"NAD83","10N",500,211,12,-0.178215102802671,"JODA",1,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,2,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"0",0,0,0,0,0,0,0,2,0,0,0,0,0,0,"JODA","Clarno",2017,96,7,6,-0.904313979529821,"(18,19]","[1,3]","(50,53]","[416,500]","(-0.2,-0.1]","JODA_Clarno_2017_096","JODA_Clarno",96,701781.479766,4977186.26608,"NAD83","10N","R010XB044OR",NA,"1995","2011",1974,NA,NA,1750,-0.943155274203139,0.212846690339702,NA,1750,"1995_2011","2",NA,"No Burn94","(1.4e+03,2.1e+03]","Medium95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Medium95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1270","JODA_Clarno_2017_097",2017,1270,2017,2016,2017,21.234161855,49.89466095,2.548264503,"JODA_Clarno_2017_097","JODA_Clarno",97,704534.855785043,4977689.50312484,"NAD83","10N",551,116,30,-0.219185573394539,"JODA",0,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4",NA,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,97,7,6,-0.089420972006286,"(21,23]","[1,3]","(47,50]","(545,565]","[-0.5,-0.2]","JODA_Clarno_2017_097","JODA_Clarno",97,704534.855785,4977689.50312,"NAD83","10N","R010XB044OR","1994",NA,"2011",1430,1335,NA,NA,0.483390819127764,-0.625772224482476,1335,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Medium94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"1271","JODA_Clarno_2017_098",2017,1271,2017,2016,2017,22.2442129855,55.19799805,2.455651283,"JODA_Clarno_2017_098","JODA_Clarno",98,702749.812890839,4978174.33430287,"NAD83","10N",572,278,16,0.0383613055494847,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,98,7,6,0.246123207562229,"(21,23]","[1,3]","(55,59]","(565,590]","(-0.05,0.05]","JODA_Clarno_2017_098","JODA_Clarno",98,702749.812891,4978174.3343,"NAD83","10N","R010XB044OR",NA,NA,"2011",1502,NA,NA,NA,0.952736248937505,-0.514778544579541,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","1.No Burn94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1272","JODA_Clarno_2017_099",2017,1272,2017,2016,2017,22.24469655675,52.68009186,2.627928257,"JODA_Clarno_2017_099","JODA_Clarno",99,703415.410177873,4977330.19356165,"NAD83","10N",492,247,18,-0.120742558934487,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,99,7,6,-1.03214033365116,"(21,23]","[1,3]","(50,53]","[416,500]","(-0.2,-0.1]","JODA_Clarno_2017_099","JODA_Clarno",99,703415.410178,4977330.19356,"NAD83","10N","R010XB044OR","1994",NA,"2011",1800,1139,NA,NA,0.952960952370155,-0.0553880360923917,1139,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1273","JODA_Clarno_2017_100",2017,1273,2017,2016,2017,18.164174586,50.02793503,2.387436152,"JODA_Clarno_2017_100","JODA_Clarno",100,702154.830739636,4977327.45432431,"NAD83","10N",566,355,16,0.274588472460923,"JODA",1,0,0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,"4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,100,7,6,0.150253441971224,"(18,19]","[1,3]","(50,53]","(565,590]","(0.15,0.5]","JODA_Clarno_2017_100","JODA_Clarno",100,702154.83074,4977327.45432,"NAD83","10N","R010XB044OR",NA,NA,"2011",2228,NA,NA,NA,-0.943155274203139,0.604407727775058,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","1.No Burn94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"1274","JODA_Clarno_2017_101",2017,1274,2017,2016,2017,21.527518184625,52.78324509,2.180943251,"JODA_Clarno_2017_101","JODA_Clarno",101,703965.403284096,4978944.48202262,"NAD83","10N",657,348,9,0.153015996651178,"JODA",3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",0,"2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,"JODA","Clarno",2017,101,7,6,1.60427822010145,"(21,23]","[1,3]","(50,53]","(630,731]","(0.15,0.5]","JODA_Clarno_2017_101","JODA_Clarno",101,703965.403284,4978944.48202,"NAD83","10N","R010XB044OR","1994",NA,"2011",1969,1105,NA,NA,0.619706148577567,0.205138795901998,1105,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.Medium94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1275","JODA_Clarno_2017_102",2017,1275,2017,2016,2017,21.59688436975,53.4646492,2.046024799,"JODA_Clarno_2017_102","JODA_Clarno",102,703746.171103526,4978378.39339002,"NAD83","10N",601,163,15,-0.247509883765352,"JODA",1,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,1,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,102,7,6,0.709493741252082,"(21,23]","[1,3]","(53,55]","(590,630]","[-0.5,-0.2]","JODA_Clarno_2017_102","JODA_Clarno",102,703746.171104,4978378.39339,"NAD83","10N","R010XB052OR","1994",NA,"2011",825,NA,554,NA,0.651938875207594,-1.55842745144464,554,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","[-570,1.19e+03]","Low"
"1276","JODA_Clarno_2017_103",2017,1276,2017,2016,2017,22.89036136925,54.20977783,2.796875,"JODA_Clarno_2017_103","JODA_Clarno",103,704150.195910054,4977084.25879733,"NAD83","10N",535,236,24,-0.227444244389502,"JODA",1,0,0,0,0,0,1,0,0,0,"0",0,1,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3",NA,0,0,0,1,1,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,103,7,6,-0.345073680248964,"(21,23]","[1,3]","(53,55]","(500,545]","[-0.5,-0.2]","JODA_Clarno_2017_103","JODA_Clarno",103,704150.19591,4977084.2588,"NAD83","10N","R010XB044OR","1994",NA,"2011",1228,958,NA,NA,1.25298519845543,-0.937171159765712,958,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"1277","JODA_Clarno_2017_104",2017,1277,2017,2016,2017,21.527518184625,52.78324509,2.180943251,"JODA_Clarno_2017_104","JODA_Clarno",104,704870.169799048,4979160.85988551,"NAD83","10N",690,138,5,-0.0647693392335611,"JODA",2,0,2,0,0,0,0,0,0,0,"0",0,2,0,0,0,1,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,104,7,6,2.13156193085198,"(21,23]","[1,3]","(50,53]","(630,731]","(-0.1,-0.05]","JODA_Clarno_2017_104","JODA_Clarno",104,704870.169799,4979160.85989,"NAD83","10N","R010XB022OR","1994",NA,"2011",2377,1304,NA,NA,0.619706148577567,0.834102982018633,1304,NA,"1994_2011","2","(970,1.47e+03]","Medium94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.Medium94.No Burn95.High11","(1.19e+03,2.48e+03]","Medium"
"1278","JODA_Clarno_2017_105",2017,1278,2017,2016,2017,21.527518184625,52.78324509,2.180943251,"JODA_Clarno_2017_105","JODA_Clarno",105,704333.186627459,4979295.87666366,"NAD83","10N",665,127,19,-0.195931806412203,"JODA",1,0,1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,3,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,105,7,6,1.73210457422279,"(21,23]","[1,3]","(50,53]","(630,731]","(-0.2,-0.1]","JODA_Clarno_2017_105","JODA_Clarno",105,704333.186627,4979295.87666,"NAD83","10N","blank","1994",NA,"2011",1948,1709,NA,NA,0.619706148577567,0.172765639263642,1709,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.High94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1279","JODA_Clarno_2017_106",2017,1279,2017,2016,2017,22.24469655675,52.68009186,2.627928257,"JODA_Clarno_2017_106","JODA_Clarno",106,704237.952975503,4977875.78454184,"NAD83","10N",566,78,15,0.053811505283103,"JODA",0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6",NA,0,0,0,0,0,0,0,"0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,106,7,6,0.150253441971224,"(21,23]","[1,3]","(50,53]","(565,590]","(0.05,0.15]","JODA_Clarno_2017_106","JODA_Clarno",106,704237.952976,4977875.78454,"NAD83","10N","R010XB044OR","1994",NA,"2011",2725,1688,NA,NA,0.952960952370155,1.37057243488282,1688,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(2.1e+03,5.59e+03]","High11","2.High94.No Burn95.High11","(2.48e+03,5.59e+03]","High"
"1280","JODA_Clarno_2017_107",2017,1280,2017,2016,2017,21.6019583345,51.47040176,2.625462532,"JODA_Clarno_2017_107","JODA_Clarno",107,704434.86232594,4977300.86795955,"NAD83","10N",540,133,11,-0.130131421931976,"JODA",2,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,107,7,6,-0.265182208923127,"(21,23]","[1,3]","(50,53]","(500,545]","(-0.2,-0.1]","JODA_Clarno_2017_107","JODA_Clarno",107,704434.862326,4977300.86796,"NAD83","10N","R010XB044OR","1994",NA,"2011",1383,742,NA,NA,0.654296619379663,-0.698226432196893,742,NA,"1994_2011","2","[-233,970]","Low94",NA,"No Burn95","[-570,1.5e+03]","Low11","2.Low94.No Burn95.Low11","(1.19e+03,2.48e+03]","Medium"
"1281","JODA_Clarno_2017_108",2017,1281,2017,2016,2017,23.147357046625,54.15881729,2.899821281,"JODA_Clarno_2017_108","JODA_Clarno",108,702590.245978291,4976394.207403,"NAD83","10N",427,159,3,-0.0488598243504264,"JODA",1,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,108,7,6,-2.07072946088704,"(23,25]","[1,3]","(53,55]","[416,500]","(-0.05,0.05]","JODA_Clarno_2017_108","JODA_Clarno",108,702590.245978,4976394.2074,"NAD83","10N","R010XB053OR",NA,"1995",NA,NA,NA,NA,3051,1.37240464467406,NA,NA,3051,"1995","1",NA,"No Burn94","(2.1e+03,4.94e+03]","High95",NA,"No Burn11","1.No Burn94.High95.No Burn11",NA,"No Burn"
"1282","JODA_Clarno_2017_109",2017,1282,2017,2016,2017,21.538138420125,52.17399216,2.529697657,"JODA_Clarno_2017_109","JODA_Clarno",109,702970.659890419,4977963.12985985,"NAD83","10N",582,205,18,-0.280064508328676,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,2,0,0,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,"0",0,0,0,0,0,0,1,0,0,0,0,0,0,0,"JODA","Clarno",2017,109,7,6,0.405906150213902,"(21,23]","[1,3]","(50,53]","(565,590]","[-0.5,-0.2]","JODA_Clarno_2017_109","JODA_Clarno",109,702970.65989,4977963.12986,"NAD83","10N","R010XB052OR",NA,NA,"2011",648,NA,NA,NA,0.624641105675196,-1.83128691453936,NA,NA,"2011","1",NA,"No Burn94",NA,"No Burn95","[-570,1.5e+03]","Low11","1.No Burn94.No Burn95.Low11","[-570,1.19e+03]","Low"
"1283","JODA_Clarno_2017_110",2017,1283,2017,2016,2017,23.147357046625,54.15881729,2.899821281,"JODA_Clarno_2017_110","JODA_Clarno",110,703121.565386445,4976771.10292742,"NAD83","10N",454,180,3,-0.0523359562429438,"JODA",3,0,3,0,0,0,0,0,0,0,"0",0,2,0,0,0,1,"1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",NA,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,110,7,6,-1.63931551572752,"(23,25]","[1,3]","(53,55]","[416,500]","(-0.1,-0.05]","JODA_Clarno_2017_110","JODA_Clarno",110,703121.565386,4976771.10293,"NAD83","10N","R010XB053OR",NA,"1995","2011",1677,NA,NA,988,1.37240464467406,-0.245002239259906,NA,988,"1995_2011","2",NA,"No Burn94","[249,1.4e+03]","Low95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.Low95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1284","JODA_Clarno_2017_111",2017,1284,2017,2016,2017,18.164174586,50.02793503,2.387436152,"JODA_Clarno_2017_111","JODA_Clarno",111,701919.864999765,4976980.65381391,"NAD83","10N",502,263,12,-0.0253380612462145,"JODA",1,0,2,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,1,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",0,"2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,111,7,6,-0.872357390999487,"(18,19]","[1,3]","(50,53]","(500,545]","(-0.05,0.05]","JODA_Clarno_2017_111","JODA_Clarno",111,701919.865,4976980.65381,"NAD83","10N","R010XB044OR",NA,"1995","2011",1701,NA,NA,2111,-0.943155274203139,-0.208004345958928,NA,2111,"1995_2011","2",NA,"No Burn94","(2.1e+03,4.94e+03]","High95","(1.5e+03,2.1e+03]","Medium11","2.No Burn94.High95.Medium11","(1.19e+03,2.48e+03]","Medium"
"1285","JODA_Clarno_2017_112",2017,1285,2017,2016,2017,21.59688436975,53.4646492,2.046024799,"JODA_Clarno_2017_112","JODA_Clarno",112,703349.054684374,4978524.73465692,"NAD83","10N",658,311,14,0.158715043918661,"JODA",1,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,1,"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",NA,0,0,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1",0,"3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"JODA","Clarno",2017,112,7,6,1.62025651436662,"(21,23]","[1,3]","(53,55]","(630,731]","(0.15,0.5]","JODA_Clarno_2017_112","JODA_Clarno",112,703349.054684,4978524.73466,"NAD83","10N","R010XB044OR","1994",NA,"2011",2063,NA,1972,NA,0.651938875207594,0.350047211330831,1972,NA,"1994_2011","2","(1.47e+03,3.05e+03]","High94",NA,"No Burn95","(1.5e+03,2.1e+03]","Medium11","2.High94.No Burn95.Medium11","(1.19e+03,2.48e+03]","Medium"
